fips,unemp,year
51063,4,2017
51065,3.3,2017
51067,4.3,2017
51069,3.5,2017
51071,5.3,2017
51073,3.7,2017
51075,3.7,2017
51077,5.2,2017
51079,3.2,2017
51081,5.1,2017
51083,5.8,2017
51085,3.5,2017
51087,3.8,2017
51089,5.6,2017
51091,3.2,2017
51093,4.3,2017
51095,3.9,2017
51097,4.2,2017
51099,4.2,2017
51101,3.7,2017
51103,5.6,2017
51105,6.8,2017
51107,3.2,2017
51109,3.8,2017
51111,4.6,2017
51113,3.1,2017
51115,4,2017
51117,5.6,2017
51119,3.8,2017
51121,4,2017
51125,3.6,2017
51127,3.4,2017
51131,5.7,2017
51133,5.4,2017
51135,3.9,2017
51137,4,2017
51139,5.6,2017
51141,4.8,2017
51143,4.7,2017
51145,3.5,2017
51147,5.3,2017
51149,4.8,2017
51153,3.6,2017
51155,5.8,2017
51157,3.5,2017
51159,3.7,2017
51161,3.5,2017
51163,4.4,2017
51165,3.5,2017
51167,6.5,2017
51169,4.8,2017
51171,3.7,2017
51173,5.8,2017
51175,3.9,2017
51177,4.1,2017
51179,3.9,2017
51181,5.3,2017
51183,6.1,2017
51185,7.5,2017
51187,4,2017
51191,4.5,2017
51193,4.6,2017
51195,8.5,2017
51197,5.7,2017
51199,3.9,2017
51510,2.9,2017
51520,5.1,2017
51530,5.1,2017
51540,3.3,2017
51550,4.3,2017
51570,4.4,2017
51580,5.8,2017
51590,6,2017
51595,6.5,2017
51600,3,2017
51610,2.7,2017
51620,5.9,2017
51630,4.7,2017
51640,5,2017
51650,5.6,2017
51660,4.7,2017
51670,6.5,2017
51678,6.3,2017
51680,5.2,2017
51683,3.6,2017
51685,3.5,2017
51690,7.1,2017
51700,5.1,2017
51710,5.2,2018
51720,6.8,2018
51730,7.6,2018
51735,3.5,2018
51740,6.1,2018
51750,5.4,2018
51760,4.6,2018
51770,4.3,2018
51775,3.9,2018
51790,3.9,2018
51800,4.7,2018
51810,3.9,2018
51820,4.1,2018
51830,5.6,2018
51840,3.9,2018
53001,6.8,2018
53003,5.1,2018
53005,6.5,2018
53007,5.9,2018
53009,7.9,2018
53011,6.3,2018
53013,6.8,2018
53015,7.5,2018
53017,7.1,2018
53019,10.8,2018
53021,7.6,2018
53023,6,2018
53025,7.4,2018
53027,8.7,2018
53029,6,2018
53031,7.3,2018
53033,3.9,2018
53035,5.8,2018
53037,6,2018
53039,7.1,2018
53041,8.1,2018
53043,5.7,2018
53045,7.8,2018
53047,6.9,2018
53049,8.3,2018
53051,9.1,2018
53053,6.3,2018
53055,4.8,2018
53057,6.8,2018
53059,7.2,2018
53061,4.4,2018
53063,6.3,2018
53065,8.6,2018
53067,5.8,2018
53069,9,2018
53071,5.6,2018
53073,6,2018
53075,5.1,2018
53077,8,2018
54001,6.7,2018
54003,3.8,2018
54005,8.9,2018
54007,8.6,2018
54009,6.9,2018
54011,4.7,2018
54013,12.6,2018
54015,10.2,2018
54017,4.9,2018
54019,7.9,2018
54021,8.2,2018
54023,5.8,2018
54025,5.3,2018
54027,4.2,2018
54029,6.9,2018
54031,5.6,2018
54033,5.8,2018
54035,6.4,2018
54037,3.3,2018
54039,5.4,2018
54041,8.4,2018
54043,8.4,2018
54045,10.1,2018
54047,12.1,2018
54049,6.4,2018
54051,7.9,2018
54053,7.1,2018
54055,6.5,2018
54057,5.9,2018
54059,12.5,2018
54061,4.3,2018
54063,4.5,2018
54065,4.3,2018
54067,8.8,2018
54069,5.5,2018
54071,3.9,2018
54073,8.1,2018
54075,6.6,2018
54077,5.6,2018
54079,4.8,2018
54081,6.9,2018
54083,5.9,2018
54085,6.5,2018
54087,10.1,2018
54089,6.1,2018
54091,5.5,2018
54093,5.3,2018
54095,8.7,2018
54097,7.4,2018
54099,6.5,2018
54101,8.3,2018
54103,9.2,2018
54105,8.7,2018
54107,5.7,2018
54109,10.1,2018
55001,6.2,2018
55003,5.6,2018
55005,4.7,2018
55007,7.1,2018
55009,3.7,2018
55011,4.6,2018
55013,6.2,2018
55015,3.3,2018
55017,4.4,2018
55019,4,2018
55021,3.7,2018
55023,5,2018
55025,2.9,2018
55027,3.8,2018
55029,5.1,2018
55031,5.5,2018
55033,4.2,2018
55035,3.5,2018
55037,6.2,2018
55039,3.6,2018
55041,6.4,2018
55043,4.1,2018
55045,3.4,2018
55047,5,2018
55049,3.6,2018
55051,7.7,2018
55053,4.5,2018
55055,4,2018
55057,4.6,2018
55059,4.8,2018
55061,3.8,2018
55063,3.7,2018
55065,3.3,2018
55067,5.3,2018
55069,4.5,2018
55071,4.5,2018
55073,3.7,2018
55075,5.6,2018
55077,5.2,2018
55078,7.8,2018
55079,5.1,2018
55081,4,2018
55083,4.6,2018
55085,5,2018
55087,3.6,2018
55089,3.5,2018
55091,3.9,2018
55093,4.2,2018
55095,4.7,2018
55097,3.9,2018
55099,4.4,2018
55101,5.1,2018
55103,3.8,2018
55105,4.6,2018
55107,5.3,2018
55109,3.9,2018
55111,3.7,2018
55113,6.5,2018
55115,4.3,2018
55117,3.5,2018
55119,4.3,2018
55121,3.8,2018
55123,3.7,2018
55125,5.8,2018
55127,4.1,2018
55129,5.2,2018
55131,3.5,2018
55133,3.6,2018
55135,4.1,2018
55137,5.2,2018
55139,3.7,2018
55141,5,2018
56001,3.2,2018
56003,4.9,2018
56005,7.1,2018
56007,4.6,2018
56009,6.2,2018
56011,4.5,2018
56013,7.1,2018
56015,3.4,2018
56017,4.8,2018
56019,5.3,2018
56021,4.1,2018
56023,4.6,2018
56025,7.1,2018
56027,3.2,2018
56029,4.7,2018
56031,4.8,2018
56033,4.6,2018
56035,6.4,2018
56037,6,2018
56039,3.4,2018
56041,5.8,2018
56043,4.7,2018
56045,4.9,2018
72001,16.9,2018
72003,14,2018
72005,14.8,2018
72007,14.3,2018
72009,15,2018
72011,12.9,2018
72013,13.2,2018
72015,18.4,2018
72017,14.2,2018
72019,13,2018
72021,8.9,2018
72023,12.5,2018
72025,10.3,2018
72027,12.4,2018
72029,11.6,2018
72031,8.6,2018
72033,10,2018
72035,10.7,2018
72037,13,2018
72039,16.2,2018
72041,10.3,2018
72043,18.2,2018
72045,13.7,2018
72047,12.4,2018
72049,3.3,2018
72051,8,2018
72053,13.7,2018
72054,14.5,2018
72055,18.2,2018
72057,16.4,2018
72059,18.7,2018
72061,6,2018
72063,8.6,2018
72065,15.6,2018
72067,12.3,2018
72069,14.1,2018
72071,14.1,2018
72073,13.1,2018
72075,14.7,2018
72077,13.3,2018
72079,18.5,2018
72081,19.2,2018
72083,14.9,2018
72085,13.6,2018
72087,11.4,2018
72089,14.2,2018
72091,11.6,2018
72093,15.2,2018
72095,18.5,2018
72097,13.7,2018
72099,15.5,2018
72101,13.5,2018
72103,12.4,2018
72105,13,2018
72107,15.5,2018
72109,20.6,2018
72111,16.6,2018
72113,13.4,2018
72115,16,2018
72117,15.7,2018
72119,10.5,2018
72121,15.9,2018
72123,21.7,2018
72125,15.1,2018
72127,7.9,2018
72129,12.6,2018
72131,18.9,2018
72133,16.8,2018
72135,8.4,2018
72137,8.9,2018
72139,7.2,2018
72141,15.5,2018
72143,11.6,2018
72145,13.9,2018
72147,10.6,2018
72149,20.2,2018
72151,16.9,2018
72153,18.8,2018
